Temperature,Humidity,Pressure,Wind Speed,Month,PM25_Concentration
30.0,57.0,1003.0,6.12,7,83.0
30.0,57.0,1003.0,6.12,7,106.0
30.0,57.0,1003.0,6.12,7,71.0
30.0,56.0,1002.0,5.76,7,76.0
30.0,56.0,1002.0,5.76,7,74.0
30.0,56.0,1002.0,5.76,7,82.0
30.0,56.0,1002.0,5.76,7,71.0
30.0,55.0,1002.0,9.36,7,76.0
30.0,55.0,1002.0,9.36,7,76.0
30.0,55.0,1002.0,9.36,7,94.0
30.0,55.0,1002.0,9.36,7,67.0
30.0,56.0,1001.0,13.68,7,81.0
30.0,56.0,1001.0,13.68,7,80.0
30.0,56.0,1001.0,13.68,7,91.0
30.0,56.0,1001.0,13.68,7,74.0
30.0,56.0,1001.0,11.88,7,80.0
30.0,56.0,1001.0,11.88,7,77.0
30.0,56.0,1001.0,11.88,7,86.0
30.0,56.0,1001.0,11.88,7,70.0
29.0,58.0,1001.0,12.6,7,76.0
29.0,58.0,1001.0,12.6,7,78.0
29.0,58.0,1001.0,12.6,7,87.0
29.0,58.0,1001.0,12.6,7,77.0
28.0,61.0,1002.0,6.48,7,76.0
28.0,61.0,1002.0,6.48,7,78.0
28.0,61.0,1002.0,6.48,7,92.0
28.0,61.0,1002.0,6.48,7,77.0
28.0,65.0,1002.0,6.48,7,108.0
28.0,65.0,1002.0,6.48,7,100.0
28.0,65.0,1002.0,6.48,7,94.0
28.0,65.0,1002.0,6.48,7,91.0
28.0,68.0,1002.0,8.64,7,108.0
28.0,68.0,1002.0,8.64,7,100.0
28.0,68.0,1002.0,8.64,7,111.0
28.0,68.0,1002.0,8.64,7,107.0
27.0,72.0,1002.0,6.84,7,129.0
27.0,72.0,1002.0,6.84,7,142.0
27.0,72.0,1002.0,6.84,7,148.0
27.0,72.0,1002.0,6.84,7,157.0
27.0,75.0,1002.0,8.28,7,190.0
27.0,75.0,1002.0,8.28,7,172.0
27.0,75.0,1002.0,8.28,7,184.0
27.0,75.0,1002.0,8.28,7,184.0
26.0,80.0,1002.0,8.28,7,207.0
26.0,80.0,1002.0,8.28,7,190.0
26.0,80.0,1002.0,8.28,7,187.0
26.0,80.0,1002.0,8.28,7,182.0
26.0,79.0,1002.0,7.56,7,222.0
26.0,79.0,1002.0,7.56,7,212.0
26.0,79.0,1002.0,7.56,7,204.0
26.0,79.0,1002.0,7.56,7,207.0
25.0,80.0,1002.0,3.24,7,281.0
25.0,80.0,1002.0,3.24,7,196.0
25.0,80.0,1002.0,3.24,7,229.0
25.0,80.0,1002.0,3.24,7,233.0
25.0,82.0,1002.0,4.32,7,243.0
25.0,82.0,1002.0,4.32,7,189.0
25.0,82.0,1002.0,4.32,7,212.0
25.0,82.0,1002.0,4.32,7,212.0
24.0,85.0,1002.0,3.96,7,203.0
24.0,85.0,1002.0,3.96,7,202.0
24.0,85.0,1002.0,3.96,7,205.0
24.0,85.0,1002.0,3.96,7,209.0
24.0,88.0,1002.0,5.04,7,203.0
24.0,88.0,1002.0,5.04,7,214.0
24.0,88.0,1002.0,5.04,7,217.0
24.0,88.0,1002.0,5.04,7,237.0
24.0,88.0,1002.0,7.56,7,214.0
24.0,88.0,1002.0,7.56,7,202.0
24.0,88.0,1002.0,7.56,7,226.0
24.0,88.0,1002.0,7.56,7,252.0
25.0,84.0,1002.0,7.2,7,233.0
25.0,84.0,1002.0,7.2,7,210.0
25.0,84.0,1002.0,7.2,7,212.0
25.0,84.0,1002.0,7.2,7,233.0
26.0,79.0,1002.0,5.04,7,231.0
26.0,79.0,1002.0,5.04,7,216.0
26.0,79.0,1002.0,5.04,7,220.0
26.0,79.0,1002.0,5.04,7,240.0
27.0,78.0,1002.0,2.52,7,226.0
27.0,78.0,1002.0,2.52,7,205.0
27.0,78.0,1002.0,2.52,7,222.0
27.0,78.0,1002.0,2.52,7,218.0
27.0,74.0,1002.0,2.88,7,228.0
27.0,74.0,1002.0,2.88,7,197.0
27.0,74.0,1002.0,2.88,7,226.0
27.0,74.0,1002.0,2.88,7,217.0
28.0,70.0,1002.0,5.04,7,228.0
28.0,70.0,1002.0,5.04,7,197.0
28.0,70.0,1002.0,5.04,7,221.0
28.0,70.0,1002.0,5.04,7,180.0
30.0,65.0,1001.0,3.6,7,229.0
30.0,65.0,1001.0,3.6,7,200.0
30.0,65.0,1001.0,3.6,7,217.0
30.0,65.0,1001.0,3.6,7,180.0
31.0,61.0,1000.0,10.08,7,202.0
31.0,61.0,1000.0,10.08,7,181.0
31.0,61.0,1000.0,10.08,7,215.0
31.0,61.0,1000.0,10.08,7,157.0
30.0,62.0,1000.0,3.6,7,201.0
30.0,62.0,1000.0,3.6,7,180.0
30.0,62.0,1000.0,3.6,7,199.0
30.0,62.0,1000.0,3.6,7,153.0
31.0,61.0,1000.0,7.2,7,191.0
31.0,61.0,1000.0,7.2,7,171.0
31.0,61.0,1000.0,7.2,7,195.0
31.0,61.0,1000.0,7.2,7,153.0
31.0,62.0,999.0,7.56,7,175.0
31.0,62.0,999.0,7.56,7,165.0
31.0,62.0,999.0,7.56,7,186.0
31.0,62.0,999.0,7.56,7,150.0
30.0,65.0,999.0,9.0,7,175.0
30.0,65.0,999.0,9.0,7,166.0
30.0,65.0,999.0,9.0,7,183.0
30.0,65.0,999.0,9.0,7,158.0
30.0,64.0,1000.0,10.08,7,180.0
30.0,64.0,1000.0,10.08,7,165.0
30.0,64.0,1000.0,10.08,7,187.0
30.0,64.0,1000.0,10.08,7,168.0
29.0,69.0,1000.0,5.4,7,180.0
29.0,69.0,1000.0,5.4,7,165.0
29.0,69.0,1000.0,5.4,7,188.0
29.0,69.0,1000.0,5.4,7,167.0
28.0,70.0,1001.0,4.32,7,189.0
28.0,70.0,1001.0,4.32,7,178.0
28.0,70.0,1001.0,4.32,7,195.0
28.0,70.0,1001.0,4.32,7,184.0
27.0,74.0,1001.0,8.28,7,211.0
27.0,74.0,1001.0,8.28,7,191.0
27.0,74.0,1001.0,8.28,7,193.0
27.0,74.0,1001.0,8.28,7,194.0
26.0,78.0,1001.0,5.04,7,214.0
26.0,78.0,1001.0,5.04,7,177.0
26.0,78.0,1001.0,5.04,7,179.0
26.0,78.0,1001.0,5.04,7,181.0
26.0,79.0,1001.0,6.48,7,159.0
26.0,79.0,1001.0,6.48,7,134.0
26.0,79.0,1001.0,6.48,7,155.0
26.0,79.0,1001.0,6.48,7,153.0
25.0,82.0,1001.0,8.64,7,159.0
25.0,82.0,1001.0,8.64,7,134.0
25.0,82.0,1001.0,8.64,7,137.0
25.0,82.0,1001.0,8.64,7,139.0
25.0,83.0,1001.0,6.48,7,145.0
25.0,83.0,1001.0,6.48,7,124.0
25.0,83.0,1001.0,6.48,7,137.0
25.0,83.0,1001.0,6.48,7,130.0
24.0,86.0,1001.0,5.4,7,134.0
24.0,86.0,1001.0,5.4,7,111.0
24.0,86.0,1001.0,5.4,7,135.0
24.0,86.0,1001.0,5.4,7,130.0
24.0,88.0,1001.0,8.64,7,113.0
24.0,88.0,1001.0,8.64,7,96.0
24.0,88.0,1001.0,8.64,7,113.0
24.0,88.0,1001.0,8.64,7,116.0
23.0,88.0,1001.0,7.2,7,103.0
23.0,88.0,1001.0,7.2,7,90.0
23.0,88.0,1001.0,7.2,7,105.0
23.0,88.0,1001.0,7.2,7,114.0
23.0,88.0,1001.0,4.32,7,88.0
23.0,88.0,1001.0,4.32,7,82.0
23.0,88.0,1001.0,4.32,7,97.0
23.0,88.0,1001.0,4.32,7,99.0
24.0,86.0,1001.0,4.68,7,84.0
24.0,86.0,1001.0,4.68,7,78.0
24.0,86.0,1001.0,4.68,7,88.0
24.0,86.0,1001.0,4.68,7,94.0
25.0,79.0,1001.0,6.12,7,88.0
25.0,79.0,1001.0,6.12,7,75.0
25.0,79.0,1001.0,6.12,7,79.0
25.0,79.0,1001.0,6.12,7,84.0
26.0,74.0,1001.0,4.32,7,101.0
26.0,74.0,1001.0,4.32,7,87.0
26.0,74.0,1001.0,4.32,7,82.0
26.0,74.0,1001.0,4.32,7,80.0
28.0,72.0,1000.0,5.4,7,114.0
28.0,72.0,1000.0,5.4,7,107.0
28.0,72.0,1000.0,5.4,7,95.0
28.0,72.0,1000.0,5.4,7,80.0
29.0,68.0,1000.0,4.32,7,129.0
29.0,68.0,1000.0,4.32,7,123.0
29.0,68.0,1000.0,4.32,7,106.0
29.0,68.0,1000.0,4.32,7,88.0
30.0,64.0,999.0,11.52,7,129.0
30.0,64.0,999.0,11.52,7,122.0
30.0,64.0,999.0,11.52,7,135.0
30.0,64.0,999.0,11.52,7,132.0
31.0,61.0,999.0,9.36,7,189.0
31.0,61.0,999.0,9.36,7,176.0
31.0,61.0,999.0,9.36,7,159.0
31.0,61.0,999.0,9.36,7,132.0
31.0,60.0,998.0,11.16,7,200.0
31.0,60.0,998.0,11.16,7,187.0
31.0,60.0,998.0,11.16,7,186.0
31.0,60.0,998.0,11.16,7,151.0
31.0,62.0,998.0,9.0,7,212.0
31.0,62.0,998.0,9.0,7,198.0
31.0,62.0,998.0,9.0,7,204.0
31.0,62.0,998.0,9.0,7,165.0
30.0,63.0,997.0,14.04,7,234.0
30.0,63.0,997.0,14.04,7,206.0
30.0,63.0,997.0,14.04,7,223.0
30.0,63.0,997.0,14.04,7,182.0
30.0,63.0,997.0,7.92,7,229.0
30.0,63.0,997.0,7.92,7,203.0
30.0,63.0,997.0,7.92,7,226.0
30.0,63.0,997.0,7.92,7,191.0
31.0,61.0,996.0,11.52,7,219.0
31.0,61.0,996.0,11.52,7,203.0
31.0,61.0,996.0,11.52,7,218.0
31.0,61.0,996.0,11.52,7,193.0
31.0,59.0,997.0,6.48,7,211.0
31.0,59.0,997.0,6.48,7,197.0
31.0,59.0,997.0,6.48,7,214.0
31.0,59.0,997.0,6.48,7,192.0
30.0,67.0,996.0,6.12,7,203.0
30.0,67.0,996.0,6.12,7,187.0
30.0,67.0,996.0,6.12,7,210.0
30.0,67.0,996.0,6.12,7,189.0
29.0,70.0,997.0,9.36,7,211.0
29.0,70.0,997.0,9.36,7,202.0
29.0,70.0,997.0,9.36,7,210.0
29.0,70.0,997.0,9.36,7,188.0
28.0,71.0,997.0,5.04,7,228.0
28.0,71.0,997.0,5.04,7,242.0
28.0,71.0,997.0,5.04,7,257.0
28.0,71.0,997.0,5.04,7,223.0
28.0,69.0,996.0,5.04,7,258.0
28.0,69.0,996.0,5.04,7,228.0
28.0,69.0,996.0,5.04,7,242.0
28.0,69.0,996.0,5.04,7,239.0
27.0,69.0,997.0,5.76,7,262.0
27.0,69.0,997.0,5.76,7,204.0
27.0,69.0,997.0,5.76,7,225.0
27.0,69.0,997.0,5.76,7,235.0
27.0,72.0,997.0,2.52,7,246.0
27.0,72.0,997.0,2.52,7,184.0
27.0,72.0,997.0,2.52,7,191.0
27.0,72.0,997.0,2.52,7,196.0
26.0,75.0,996.0,6.12,7,227.0
26.0,75.0,996.0,6.12,7,186.0
26.0,75.0,996.0,6.12,7,180.0
26.0,75.0,996.0,6.12,7,180.0
25.0,81.0,996.0,3.24,7,193.0
25.0,81.0,996.0,3.24,7,200.0
25.0,81.0,996.0,3.24,7,186.0
25.0,81.0,996.0,3.24,7,192.0
25.0,82.0,996.0,3.24,7,164.0
25.0,82.0,996.0,3.24,7,172.0
25.0,82.0,996.0,3.24,7,178.0
25.0,82.0,996.0,3.24,7,187.0
25.0,82.0,997.0,3.24,7,152.0
25.0,82.0,997.0,3.24,7,152.0
25.0,82.0,997.0,3.24,7,167.0
25.0,82.0,997.0,3.24,7,164.0
25.0,81.0,997.0,4.68,7,142.0
25.0,81.0,997.0,4.68,7,139.0
25.0,81.0,997.0,4.68,7,147.0
25.0,81.0,997.0,4.68,7,156.0
25.0,80.0,997.0,4.32,7,141.0
25.0,80.0,997.0,4.32,7,133.0
25.0,80.0,997.0,4.32,7,141.0
25.0,80.0,997.0,4.32,7,163.0
26.0,74.0,998.0,10.08,7,137.0
26.0,74.0,998.0,10.08,7,129.0
26.0,74.0,998.0,10.08,7,135.0
26.0,74.0,998.0,10.08,7,144.0
27.0,70.0,999.0,14.04,7,137.0
27.0,70.0,999.0,14.04,7,134.0
27.0,70.0,999.0,14.04,7,144.0
27.0,70.0,999.0,14.04,7,137.0
30.0,59.0,999.0,12.96,7,157.0
30.0,59.0,999.0,12.96,7,142.0
30.0,59.0,999.0,12.96,7,142.0
30.0,59.0,999.0,12.96,7,131.0
31.0,40.0,999.0,12.6,7,60.0
31.0,40.0,999.0,12.6,7,96.0
31.0,40.0,999.0,12.6,7,164.0
31.0,40.0,999.0,12.6,7,115.0
32.0,34.0,999.0,7.92,7,59.0
32.0,34.0,999.0,7.92,7,95.0
32.0,34.0,999.0,7.92,7,129.0
32.0,34.0,999.0,7.92,7,68.0
32.0,31.0,998.0,15.84,7,23.0
32.0,31.0,998.0,15.84,7,15.0
32.0,31.0,998.0,15.84,7,52.0
32.0,31.0,998.0,15.84,7,26.0
32.0,29.0,998.0,14.4,7,15.0
32.0,29.0,998.0,14.4,7,12.0
32.0,29.0,998.0,14.4,7,6.0
32.0,29.0,998.0,14.4,7,10.0
32.0,29.0,998.0,9.0,7,9.0
32.0,29.0,998.0,9.0,7,8.0
32.0,29.0,998.0,9.0,7,24.0
32.0,29.0,998.0,9.0,7,10.0
31.0,31.0,998.0,9.72,7,9.0
31.0,31.0,998.0,9.72,7,15.0
31.0,31.0,998.0,9.72,7,21.0
31.0,31.0,998.0,9.72,7,13.0
32.0,24.0,998.0,10.44,7,10.0
32.0,24.0,998.0,10.44,7,8.0
32.0,24.0,998.0,10.44,7,14.0
32.0,24.0,998.0,10.44,7,11.0
30.0,38.0,998.0,9.0,7,11.0
30.0,38.0,998.0,9.0,7,11.0
30.0,38.0,998.0,9.0,7,14.0
30.0,38.0,998.0,9.0,7,8.0
28.0,48.0,999.0,7.2,7,11.0
28.0,48.0,999.0,7.2,7,10.0
28.0,48.0,999.0,7.2,7,14.0
28.0,48.0,999.0,7.2,7,10.0
26.0,56.0,1000.0,4.32,7,14.0
26.0,56.0,1000.0,4.32,7,10.0
26.0,56.0,1000.0,4.32,7,21.0
26.0,56.0,1000.0,4.32,7,16.0
25.0,59.0,1000.0,2.16,7,32.0
25.0,59.0,1000.0,2.16,7,51.0
25.0,59.0,1000.0,2.16,7,49.0
24.0,70.0,1000.0,0.36,7,51.0
24.0,70.0,1000.0,0.36,7,36.0
24.0,70.0,1000.0,0.36,7,54.0
24.0,70.0,1000.0,0.36,7,45.0
24.0,71.0,1000.0,3.24,7,52.0
24.0,71.0,1000.0,3.24,7,30.0
24.0,71.0,1000.0,3.24,7,51.0
24.0,71.0,1000.0,3.24,7,42.0
23.0,75.0,1001.0,1.8,7,55.0
23.0,75.0,1001.0,1.8,7,31.0
23.0,75.0,1001.0,1.8,7,57.0
23.0,75.0,1001.0,1.8,7,55.0
25.0,66.0,1000.0,2.52,7,51.0
25.0,66.0,1000.0,2.52,7,43.0
25.0,66.0,1000.0,2.52,7,63.0
25.0,66.0,1000.0,2.52,7,53.0
24.0,69.0,1001.0,6.12,7,27.0
24.0,69.0,1001.0,6.12,7,61.0
24.0,69.0,1001.0,6.12,7,79.0
24.0,69.0,1001.0,6.12,7,85.0
24.0,66.0,1001.0,4.68,7,29.0
24.0,66.0,1001.0,4.68,7,24.0
24.0,66.0,1001.0,4.68,7,69.0
24.0,66.0,1001.0,4.68,7,37.0
23.0,71.0,1001.0,3.96,7,25.0
23.0,71.0,1001.0,3.96,7,16.0
23.0,71.0,1001.0,3.96,7,35.0
23.0,71.0,1001.0,3.96,7,19.0
24.0,59.0,1002.0,3.6,7,13.0
24.0,59.0,1002.0,3.6,7,13.0
24.0,59.0,1002.0,3.6,7,25.0
24.0,59.0,1002.0,3.6,7,21.0
24.0,61.0,1002.0,3.24,7,15.0
24.0,61.0,1002.0,3.24,7,11.0
24.0,61.0,1002.0,3.24,7,24.0
24.0,61.0,1002.0,3.24,7,16.0
24.0,58.0,1002.0,6.48,7,22.0
24.0,58.0,1002.0,6.48,7,16.0
24.0,58.0,1002.0,6.48,7,22.0
24.0,58.0,1002.0,6.48,7,17.0
25.0,53.0,1002.0,9.72,7,33.0
25.0,53.0,1002.0,9.72,7,16.0
25.0,53.0,1002.0,9.72,7,22.0
25.0,53.0,1002.0,9.72,7,17.0
27.0,48.0,1002.0,7.92,7,27.0
27.0,48.0,1002.0,7.92,7,11.0
27.0,48.0,1002.0,7.92,7,21.0
27.0,48.0,1002.0,7.92,7,16.0
29.0,39.0,1002.0,10.44,7,22.0
29.0,39.0,1002.0,10.44,7,12.0
29.0,39.0,1002.0,10.44,7,20.0
29.0,39.0,1002.0,10.44,7,11.0
30.0,38.0,1001.0,14.4,7,21.0
30.0,38.0,1001.0,14.4,7,12.0
30.0,38.0,1001.0,14.4,7,21.0
30.0,38.0,1001.0,14.4,7,14.0
30.0,30.0,1001.0,10.44,7,14.0
30.0,30.0,1001.0,10.44,7,3.0
30.0,30.0,1001.0,10.44,7,20.0
30.0,30.0,1001.0,10.44,7,9.0
31.0,28.0,1000.0,7.2,7,14.0
31.0,28.0,1000.0,7.2,7,3.0
31.0,28.0,1000.0,7.2,7,16.0
31.0,28.0,1000.0,7.2,7,9.0
31.0,28.0,1000.0,9.72,7,11.0
31.0,28.0,1000.0,9.72,7,12.0
31.0,28.0,1000.0,9.72,7,14.0
31.0,28.0,1000.0,9.72,7,8.0
31.0,32.0,999.0,5.04,7,12.0
31.0,32.0,999.0,5.04,7,17.0
31.0,32.0,999.0,5.04,7,15.0
31.0,32.0,999.0,5.04,7,10.0
30.0,38.0,999.0,7.92,7,12.0
30.0,38.0,999.0,7.92,7,14.0
30.0,38.0,999.0,7.92,7,15.0
30.0,38.0,999.0,7.92,7,14.0
30.0,35.0,999.0,9.72,7,16.0
30.0,35.0,999.0,9.72,7,14.0
30.0,35.0,999.0,9.72,7,23.0
30.0,35.0,999.0,9.72,7,14.0
29.0,44.0,999.0,11.88,7,38.0
29.0,44.0,999.0,11.88,7,29.0
29.0,44.0,999.0,11.88,7,26.0
29.0,44.0,999.0,11.88,7,22.0
29.0,39.0,999.0,9.72,7,44.0
29.0,39.0,999.0,9.72,7,37.0
29.0,39.0,999.0,9.72,7,31.0
29.0,39.0,999.0,9.72,7,32.0
28.0,38.0,999.0,9.72,7,47.0
28.0,38.0,999.0,9.72,7,30.0
28.0,38.0,999.0,9.72,7,41.0
28.0,38.0,999.0,9.72,7,36.0
28.0,39.0,998.0,6.12,7,44.0
28.0,39.0,998.0,6.12,7,29.0
28.0,39.0,998.0,6.12,7,32.0
28.0,39.0,998.0,6.12,7,29.0
27.0,41.0,998.0,7.2,7,60.0
27.0,41.0,998.0,7.2,7,26.0
27.0,41.0,998.0,7.2,7,29.0
27.0,41.0,998.0,7.2,7,31.0
25.0,50.0,998.0,5.76,7,44.0
25.0,50.0,998.0,5.76,7,26.0
25.0,50.0,998.0,5.76,7,27.0
25.0,50.0,998.0,5.76,7,34.0
24.0,63.0,998.0,7.2,7,43.0
24.0,63.0,998.0,7.2,7,32.0
24.0,63.0,998.0,7.2,7,31.0
24.0,63.0,998.0,7.2,7,34.0
23.0,72.0,998.0,9.0,7,54.0
23.0,72.0,998.0,9.0,7,35.0
23.0,72.0,998.0,9.0,7,41.0
23.0,72.0,998.0,9.0,7,52.0
23.0,77.0,998.0,1.8,7,52.0
23.0,77.0,998.0,1.8,7,40.0
23.0,77.0,998.0,1.8,7,59.0
23.0,77.0,998.0,1.8,7,52.0
22.0,81.0,997.0,3.24,7,35.0
22.0,81.0,997.0,3.24,7,59.0
22.0,81.0,997.0,3.24,7,78.0
22.0,81.0,997.0,3.24,7,70.0
22.0,80.0,998.0,3.24,7,23.0
22.0,80.0,998.0,3.24,7,47.0
22.0,80.0,998.0,3.24,7,70.0
22.0,80.0,998.0,3.24,7,52.0
22.0,77.0,998.0,2.16,7,23.0
22.0,77.0,998.0,2.16,7,37.0
22.0,77.0,998.0,2.16,7,62.0
22.0,77.0,998.0,2.16,7,39.0
25.0,65.0,998.0,3.24,7,24.0
25.0,65.0,998.0,3.24,7,26.0
25.0,65.0,998.0,3.24,7,46.0
25.0,65.0,998.0,3.24,7,31.0
27.0,52.0,998.0,5.04,7,24.0
27.0,52.0,998.0,5.04,7,17.0
27.0,52.0,998.0,5.04,7,30.0
27.0,52.0,998.0,5.04,7,25.0
28.0,48.0,998.0,8.28,7,29.0
28.0,48.0,998.0,8.28,7,20.0
28.0,48.0,998.0,8.28,7,27.0
28.0,48.0,998.0,8.28,7,25.0
31.0,36.0,998.0,10.8,7,26.0
31.0,36.0,998.0,10.8,7,27.0
31.0,36.0,998.0,10.8,7,30.0
31.0,36.0,998.0,10.8,7,28.0
33.0,28.0,997.0,5.4,7,27.0
33.0,28.0,997.0,5.4,7,21.0
33.0,28.0,997.0,5.4,7,29.0
33.0,28.0,997.0,5.4,7,28.0
34.0,24.0,996.0,6.12,7,25.0
34.0,24.0,996.0,6.12,7,19.0
34.0,24.0,996.0,6.12,7,27.0
34.0,24.0,996.0,6.12,7,25.0
35.0,22.0,996.0,5.04,7,21.0
35.0,22.0,996.0,5.04,7,14.0
35.0,22.0,996.0,5.04,7,19.0
35.0,22.0,996.0,5.04,7,15.0
36.0,22.0,995.0,15.12,7,24.0
36.0,22.0,995.0,15.12,7,13.0
36.0,22.0,995.0,15.12,7,19.0
36.0,22.0,995.0,15.12,7,17.0
35.0,28.0,995.0,19.44,7,41.0
35.0,28.0,995.0,19.44,7,27.0
35.0,28.0,995.0,19.44,7,18.0
35.0,28.0,995.0,19.44,7,18.0
36.0,24.0,995.0,15.12,7,25.0
36.0,24.0,995.0,15.12,7,23.0
36.0,24.0,995.0,15.12,7,36.0
36.0,24.0,995.0,15.12,7,35.0
35.0,24.0,994.0,15.48,7,17.0
35.0,24.0,994.0,15.48,7,13.0
35.0,24.0,994.0,15.48,7,25.0
35.0,24.0,994.0,15.48,7,17.0
35.0,25.0,994.0,15.84,7,27.0
35.0,25.0,994.0,15.84,7,15.0
35.0,25.0,994.0,15.84,7,16.0
35.0,25.0,994.0,15.84,7,17.0
33.0,33.0,994.0,13.32,7,22.0
33.0,33.0,994.0,13.32,7,13.0
33.0,33.0,994.0,13.32,7,21.0
31.0,35.0,995.0,14.4,7,31.0
31.0,35.0,995.0,14.4,7,28.0
31.0,35.0,995.0,14.4,7,23.0
31.0,35.0,995.0,14.4,7,24.0
30.0,39.0,995.0,18.36,7,42.0
30.0,39.0,995.0,18.36,7,28.0
30.0,39.0,995.0,18.36,7,30.0
30.0,39.0,995.0,18.36,7,28.0
29.0,41.0,995.0,14.76,7,36.0
29.0,41.0,995.0,14.76,7,32.0
29.0,41.0,995.0,14.76,7,34.0
29.0,41.0,995.0,14.76,7,31.0
28.0,46.0,995.0,11.88,7,42.0
28.0,46.0,995.0,11.88,7,36.0
28.0,46.0,995.0,11.88,7,40.0
28.0,46.0,995.0,11.88,7,40.0
27.0,51.0,995.0,9.0,7,46.0
27.0,51.0,995.0,9.0,7,44.0
27.0,51.0,995.0,9.0,7,40.0
27.0,51.0,995.0,9.0,7,42.0
26.0,57.0,995.0,10.8,7,50.0
26.0,57.0,995.0,10.8,7,52.0
26.0,57.0,995.0,10.8,7,45.0
26.0,57.0,995.0,10.8,7,48.0
24.0,66.0,995.0,4.32,7,51.0
24.0,66.0,995.0,4.32,7,55.0
24.0,66.0,995.0,4.32,7,52.0
24.0,66.0,995.0,4.32,7,52.0
23.0,75.0,995.0,3.96,7,53.0
23.0,75.0,995.0,3.96,7,54.0
23.0,75.0,995.0,3.96,7,52.0
23.0,75.0,995.0,3.96,7,53.0
22.0,78.0,995.0,6.48,7,54.0
22.0,78.0,995.0,6.48,7,48.0
22.0,78.0,995.0,6.48,7,67.0
22.0,78.0,995.0,6.48,7,58.0
23.0,72.0,996.0,1.08,7,63.0
23.0,72.0,996.0,1.08,7,53.0
23.0,72.0,996.0,1.08,7,60.0
23.0,72.0,996.0,1.08,7,58.0
22.0,71.0,996.0,2.88,7,62.0
22.0,71.0,996.0,2.88,7,60.0
22.0,71.0,996.0,2.88,7,62.0
22.0,71.0,996.0,2.88,7,64.0
27.0,57.0,997.0,2.88,7,54.0
27.0,57.0,997.0,2.88,7,44.0
27.0,57.0,997.0,2.88,7,78.0
27.0,57.0,997.0,2.88,7,61.0
30.0,32.0,997.0,10.44,7,27.0
30.0,32.0,997.0,10.44,7,26.0
30.0,32.0,997.0,10.44,7,42.0
30.0,32.0,997.0,10.44,7,35.0
31.0,31.0,997.0,10.08,7,19.0
31.0,31.0,997.0,10.08,7,17.0
31.0,31.0,997.0,10.08,7,28.0
31.0,31.0,997.0,10.08,7,18.0
32.0,28.0,997.0,6.84,7,18.0
32.0,28.0,997.0,6.84,7,16.0
32.0,28.0,997.0,6.84,7,22.0
32.0,28.0,997.0,6.84,7,11.0
34.0,28.0,996.0,10.08,7,10.0
34.0,28.0,996.0,10.08,7,23.0
34.0,28.0,996.0,10.08,7,18.0
34.0,28.0,996.0,10.08,7,12.0
35.0,21.0,996.0,7.56,7,10.0
35.0,21.0,996.0,7.56,7,7.0
35.0,21.0,996.0,7.56,7,20.0
35.0,21.0,996.0,7.56,7,12.0
34.0,28.0,995.0,13.68,7,8.0
34.0,28.0,995.0,13.68,7,7.0
34.0,28.0,995.0,13.68,7,15.0
34.0,28.0,995.0,13.68,7,9.0
34.0,28.0,995.0,8.64,7,10.0
34.0,28.0,995.0,8.64,7,14.0
34.0,28.0,995.0,8.64,7,9.0
34.0,28.0,995.0,7.56,7,13.0
34.0,28.0,995.0,7.56,7,15.0
34.0,28.0,995.0,7.56,7,15.0
34.0,28.0,995.0,7.56,7,16.0
33.0,30.0,995.0,4.32,7,10.0
33.0,30.0,995.0,4.32,7,9.0
33.0,30.0,995.0,4.32,7,16.0
33.0,30.0,995.0,4.32,7,13.0
34.0,28.0,995.0,8.64,7,14.0
34.0,28.0,995.0,8.64,7,12.0
34.0,28.0,995.0,8.64,7,15.0
34.0,28.0,995.0,8.64,7,16.0
32.0,31.0,995.0,9.72,7,18.0
32.0,31.0,995.0,9.72,7,14.0
32.0,31.0,995.0,9.72,7,21.0
32.0,31.0,995.0,9.72,7,9.0
31.0,34.0,996.0,5.4,7,26.0
31.0,34.0,996.0,5.4,7,13.0
31.0,34.0,996.0,5.4,7,24.0
31.0,34.0,996.0,5.4,7,18.0
29.0,41.0,997.0,5.04,7,30.0
29.0,41.0,997.0,5.04,7,16.0
29.0,41.0,997.0,5.04,7,30.0
29.0,41.0,997.0,5.04,7,28.0
28.0,49.0,997.0,2.16,7,27.0
28.0,49.0,997.0,2.16,7,22.0
28.0,49.0,997.0,2.16,7,36.0
28.0,49.0,997.0,2.16,7,32.0
26.0,57.0,997.0,5.04,7,26.0
26.0,57.0,997.0,5.04,7,21.0
26.0,57.0,997.0,5.04,7,42.0
26.0,57.0,997.0,5.04,7,35.0
27.0,48.0,997.0,4.68,7,44.0
27.0,48.0,997.0,4.68,7,36.0
27.0,48.0,997.0,4.68,7,52.0
27.0,48.0,997.0,4.68,7,35.0
25.0,59.0,998.0,5.4,7,31.0
25.0,59.0,998.0,5.4,7,24.0
25.0,59.0,998.0,5.4,7,64.0
25.0,59.0,998.0,5.4,7,19.0
26.0,47.0,998.0,7.2,7,18.0
26.0,47.0,998.0,7.2,7,23.0
26.0,47.0,998.0,7.2,7,42.0
26.0,47.0,998.0,7.2,7,19.0
26.0,40.0,998.0,9.36,7,14.0
26.0,40.0,998.0,9.36,7,12.0
26.0,40.0,998.0,9.36,7,39.0
26.0,40.0,998.0,9.36,7,21.0
26.0,40.0,999.0,9.36,7,12.0
26.0,40.0,999.0,9.36,7,12.0
26.0,40.0,999.0,9.36,7,19.0
